"Id","sales"
1,3181.87803855109
2,5567.86476004304
3,6361.08136712318
4,5079.82057893922
5,4298.68365358456
6,4468.82557572749
7,6156.37307448092
8,5764.08084611209
9,3016.06779664414
10,4236.26514223885
11,5252.49167908633
12,5864.0534660928
13,4987.67038773339
14,7520.23085948184
15,3618.77803237416
16,3247.64802328089
17,4190.18559322824
18,6771.17056711059
19,2430.5303263974
20,5607.59331229967
21,5477.2998269786
22,3250.53380785657
23,4604.03495148193
24,2975.21374434992
25,6388.14964412011
26,7244.58524529827
27,7404.6310823397
28,3839.70252387349
29,2765.35512259921
30,3089.90483350716
31,3385.43955749972
32,6331.246345233
33,5313.85076310595
34,4122.13795884184
35,3422.48243400464
36,5742.05470723919
37,3117.76951012362
38,5026.99780416145
39,2982.43422476348
40,5154.53759100498
41,6121.07813424214
42,3998.13613905794
43,5742.15452650039
44,4396.89137544082
45,3026.65173476079
46,4755.4399280022
47,4904.99254210107
48,5828.38388994462
49,4963.98307124364
50,6137.64249013628
51,5625.33221097195
52,6841.59514699442
53,5127.02159218501
54,5864.44839792596
55,3206.9040235399
56,3591.60130944169
57,4598.5952431665
58,4708.93362387008
59,7127.02753526434
60,5865.1272360367
61,3473.65707951752
62,6162.74101841076
63,4891.9558700573
64,6801.71451188849
65,2758.59019383857
66,8102.59134444265
67,2879.3552651313
68,4501.2030197079
69,6639.7860259681
70,3412.05244548659
71,4280.19876506895
72,4503.01201254109
73,5805.16466661195
74,3931.50641285376
75,3771.99746348617
76,6349.01557374008
77,5872.13045156986
78,3445.54100555735
79,3120.57091321548
80,5648.17579465478
81,8926.68156398466
82,4778.38832597602
83,3414.71936450215
84,5328.08203677103
85,5113.75847826927
86,4967.11600970935
87,5702.74967379537
88,2743.67093189539
89,5589.32010378043
90,4654.37471254153
91,5346.12742577611
92,5033.51615553261
93,3005.13834869517
94,4317.63239357958
95,3351.66735941838
96,5536.63844699887
97,7267.54540799996
98,4176.95583660411
99,3706.32781417123
100,5099.88769696013
101,4194.02323506708
102,2629.75380380919
103,6600.12957650099
104,4687.0861952442
105,5845.13764991631
106,3776.48539022244
107,3392.34719478159
108,5261.99168026931
109,6469.44936835231
110,6206.22973131222
111,5724.46936677093
112,6069.05593696815
113,3944.62746403851
114,6147.10139429841
115,3697.12487143174
116,5519.80790194586
117,6618.01631798479
118,5337.48068656182
119,7204.28189463034
120,6214.19603296676
121,6010.21528402155
122,4748.10396728754
123,5623.55609969931
124,5972.61132463979
125,4657.80927420576
126,3052.16055603593
127,4260.48272630507
128,6114.94395713215
129,5492.76920813166
130,3449.87769345047
131,6570.205721075
132,5464.57632008832
133,3670.08852835338
134,4558.35920511275
135,3492.47242748752
136,5299.55416869504
137,5786.68591039675
138,5393.6541331523
139,3948.79884174574
140,3151.30264148039
141,5050.12825804017
142,2549.92105546154
143,4852.80100932317
144,3642.69350452817
145,6839.71694351005
146,5750.01787121529
147,5062.51624994631
148,6999.34868241998
149,2882.27224053576
150,3692.97097020305
151,7564.89163370862
152,5181.59285147666
153,6265.92935492689
154,5963.05019193831
155,3986.49587502457
156,4691.38877896235
157,3064.20116963801
158,6293.01154179351
159,8509.62785411789
160,4750.58021786834
161,2187.10976321154
162,3509.28560640275
163,6208.51541319182
164,6580.11471305751
165,4590.09510864601
166,5639.10486837943
167,3546.16814193625
168,3281.72748419495
169,2218.24481187933
170,2806.18379817332
171,4319.37154163709
172,4672.69040464545
173,5850.01409364555
174,1720.2501892175
175,6438.11362934446
176,6805.52375156488
177,5731.31955627458
178,3607.40082705991
179,7342.17062316336
180,6749.0409026376
181,4543.33716818806
182,4799.12362453323
183,3656.81862580067
184,4992.93248464492
185,2974.27252982602
186,5914.75038966172
187,3382.68565289763
188,6969.4020265129
189,6113.12582107128
190,6543.56166596504
191,6275.23939418856
192,4099.43006570533
193,6791.52245542173
194,14624.6060132864
195,5996.22095045963
196,3513.4389705733
197,1955.28394039467
198,4749.87145975798
199,6707.92734399732
200,3241.84453417708
201,1996.43763713613
202,16303.8654452917
203,2795.88958983246
204,3554.32438894681
205,5956.12575344883
206,3396.68018384566
207,6878.8196262608
208,4790.85636904349
209,5091.73463137483
210,2784.04498610016
211,5658.57083412923
212,4884.69298813912
213,5411.75707315759
214,6608.54968634792
215,4980.89301275208
216,4573.56090465672
217,5609.64783067525
218,3662.3871554493
219,3305.72906139904
220,5756.13348570289
221,3499.33100831723
222,5027.08718510484
223,5223.78719494322
224,4712.42511375161
225,2458.23901090439
226,5877.88342108193
227,4810.18242005115
228,6765.78158990402
229,4762.55825379205
230,5478.43395120838
231,4356.13862308723
232,2627.6590566232
233,3904.10970681995
234,5801.90204682819
235,3976.89108649321
236,3584.76324249639
237,6590.27405104636
238,5893.54222425104
239,6335.59545405415
240,3956.24406090915
241,3863.99105376401
242,3308.26338319857
243,3426.16060626362
244,7463.90605632842
245,3858.34737411097
246,6142.44694539987
247,11106.4633870359
248,6001.0470870766
249,5860.02271702646
250,3786.89602974569
251,3484.80819169219
252,5544.7525962419
253,2962.41922942181
254,5051.91411563535
255,8353.86445279924
256,4243.1143794939
257,9362.68414381073
258,10579.2855432752
259,3408.38817914678
260,5611.74196232381
261,2289.96732865334
262,5291.20902159106
263,3693.23908606975
264,7526.94979170677
265,5800.60099246222
266,6570.96288694262
267,3256.18163983893
268,4593.06714942405
269,3734.09978633831
270,6114.95468915992
271,5103.16013137539
272,3956.00080137258
273,5329.77371508667
274,4492.38616107948
275,6375.46059573376
276,7144.16187173523
277,3807.51575390803
278,7183.7205178758
279,4959.68441415934
280,7486.62607299885
281,3723.44195880948
282,3695.43812006145
283,3844.7039329476
284,7313.2552001735
285,4708.59722681218
286,6323.44454766242
287,4241.74466250596
288,6454.50279979263
289,3105.9357676734
290,6205.71080464574
291,4380.75737316505
292,3129.24345657997
293,8043.16210027502
294,14070.1561701414
295,5204.15136003372
296,6118.35836246239
297,5314.85062038297
298,7941.29841979793
299,8922.51394824868
300,3942.31027071372
301,5872.26907928419
302,4497.64598939015
303,6810.87811619723
304,3043.67436875413
305,3650.21728998019
306,3687.62265740342
307,3501.6791173053
308,5890.45864098803
309,3236.36200448247
310,2670.52195415126
311,4841.7324166383
312,2901.10820880163
313,3377.6972181825
314,4174.30529248561
315,4231.04401253194
316,7077.97846384463
317,6807.37159456271
318,5734.51716650456
319,4845.30753782995
320,5060.85143088437
321,8490.11242259661
322,5963.91345753141
323,3349.53965305178
324,3532.16866144187
325,6315.89618977021
326,3533.31039614164
327,4951.30077507657
328,2148.74524789092
329,3223.47719457967
330,6094.52353849462
331,5072.97668458574
332,3575.23138225227
333,6951.6062424631
334,6974.35726642215
335,8312.9240853621
336,4539.28672486499
337,7636.16803134192
338,2257.23852351903
339,3765.26352737806
340,4985.38642229105
341,3391.93137523434
342,5808.10685026238
343,3530.27603618811
344,3974.23596999543
345,6506.81777685703
346,7774.08405024478
347,7383.1057268568
348,3803.97016715399
349,4046.62850999079
350,6062.67166988291
351,4911.2487233977
352,4739.0408194213
353,3568.64896176706
354,5641.13525539914
355,6654.71217508314
356,3494.22825705194
357,4689.8732705121
358,5532.24296071245
359,5851.12279759974
360,9536.59381003942
361,4546.70366728136
362,7347.33490481726
363,5778.97731504643
364,4267.13780743918
365,2622.08610133788
366,4184.8178697905
367,5105.21973265146
368,3804.55495932408
369,5610.62482539238
370,3636.03363409955
371,3215.16311027428
372,4654.30643028256
373,2341.1312972696
374,6416.98135325237
375,4906.5927377915
376,5179.21634783318
377,6765.97751510467
378,3421.10563045257
379,7257.08010531306
380,5082.27951185417
381,3777.89411866099
382,3702.18238166234
383,2613.04478552547
384,7965.35065684173
385,5323.61441293809
386,3484.5208321984
387,5101.80881593578
388,6510.30822648586
389,4771.75466919654
390,4544.34565109311
391,6177.39301127089
392,4827.89030254063
393,3606.51032705001
394,4199.92148823487
395,6552.31362142051
396,4693.81922709066
397,4149.1115739866
398,3591.54361317528
399,3682.56181121628
400,2855.5507319014
401,4078.25906637704
402,6907.03187823636
403,5958.60171875165
404,7145.63851591599
405,6246.31863249083
406,6357.102276336
407,3776.99665428689
408,3500.46977851191
409,8001.35421731177
410,7561.13446370343
411,5491.32904395488
412,6507.90723563373
413,6322.29451306556
414,3879.63943303254
415,2810.84331291879
416,7513.92681434821
417,3434.72435096265
418,4162.20482083538
419,4770.80162535222
420,2106.08310320058
421,7907.83674487829
422,3956.65979912646
423,2845.48466265223
424,3132.87721918379
425,4253.78245184043
426,4252.49471986151
427,6363.77981834446
428,4397.25120680817
429,3688.71821058507
430,3291.92640062854
431,2799.94123603535
432,1966.67022219033
433,5790.3385599326
434,14997.1097398996
435,3855.34594060084
436,3944.18076453753
437,5039.76412931191
438,3520.53640069288
439,3957.77977899676
440,3707.38742078706
441,3095.93742249391
442,5792.90306584628
443,5591.21321155947
444,2875.76510882509
445,6416.54845328953
446,3101.54253301803
447,3630.7286723208
448,6649.83419161304
449,6114.75597472135
450,7673.18772517906
451,4289.15845060774
452,5395.19842016653
453,3378.42470289404
454,4147.31392977422
455,10990.0380910061
456,7481.37642317163
457,5261.62639702644
458,3243.61051289894
459,3722.44006577298
460,3924.43208489168
461,2980.66091094201
462,7201.02829070091
463,3267.25058318754
464,3455.06325339469
465,5520.3873250743
466,3339.24685394915
467,4390.94349526237
468,5237.52413990329
469,6514.37797876118
470,5781.91929925015
471,3116.94780708619
472,3517.70652567247
473,4972.77387129725
474,7610.90093517642
475,6511.74297294971
476,5009.65724190043
477,2907.23176957227
478,6106.28949323442
479,4008.61631739127
481,5729.53441587332
482,5609.78055712099
483,4318.62918165245
484,4088.71156638588
485,5010.906196007
486,6267.87426611666
487,4348.97599542294
488,5138.13021300506
489,5633.04014650037
490,3741.47817797365
491,7296.34449975531
492,4975.98481043165
493,3133.0242815299
494,6582.29694688106
495,4673.73682213936
496,2700.72499950193
497,6308.9447663709
498,6889.50165101
499,7707.97022810156
500,2937.84427668259
501,4714.24578985027
502,4481.0633261919
503,5591.96568966448
504,4235.49455874842
505,6428.83653901979
506,2305.01632932075
507,4628.10342905866
508,4783.05350593762
509,4153.868810119
510,3117.3198149705
511,5322.03025269322
512,6625.93861776816
513,3493.96673537929
514,6689.3220544434
515,5015.50090077074
516,6304.03147821841
517,3584.97035959877
518,4635.67709060354
519,4661.45274770128
520,5759.88381960759
521,3600.34270288698
522,3421.30368618685
523,5493.72723915913
524,6302.19788637307
525,5477.5885412211
526,3579.92290257547
527,2389.929120234
528,5910.53080411077
529,4804.02952301939
530,6239.51676940553
531,6053.025944126
532,3838.17533870866
533,6793.20661476609
534,5413.18509855682
535,4647.33302297517
536,6353.50054243606
537,3797.2865132766
538,6252.49380629638
539,7612.80912941094
540,6014.85288221468
541,3160.61566663955
542,4124.15742544317
543,2892.58866059102
545,6413.33193541154
546,3506.13473886298
547,6232.53799178558
548,3102.15728775853
549,5673.63530929969
550,4791.29902712979
551,6297.08127887323
552,3420.40855304604
553,3015.4493699979
554,4062.7884936682
555,6658.15496469495
556,2822.78158303037
557,5661.59868751911
558,5825.79025962341
559,7837.51285921492
560,5524.56784924062
561,5819.97857246907
562,4636.52727494129
563,2820.02648672015
564,3814.43881528507
565,6898.65746753264
566,6248.97672237129
567,4780.64683710032
568,12022.7053909542
569,4322.07568933857
570,3466.54202573682
571,4651.46638954937
572,6565.98592340052
573,7630.00114310686
574,4401.05581508923
575,6029.62007943131
576,6175.306002017
577,5156.93671382208
578,4751.49552499526
579,4274.42169090888
580,3442.83139968337
581,3098.65211187765
582,2876.05785484908
583,3243.42051286556
584,6576.04816616916
585,12075.5329462221
586,4811.05172928027
587,3548.67138152717
588,4415.80215917931
589,2226.1224979048
590,4899.68553628332
591,2775.90640729405
592,6819.22091410415
593,4526.02091034784
594,4697.87118841311
595,7688.09543511326
596,6844.87616035936
597,5363.36742832323
598,5120.82337881676
599,2819.86458667442
600,4123.29827760192
601,4302.61657801778
602,6718.86457838532
603,3275.16180099726
604,2488.62915532259
605,3593.64592788131
606,4273.04187000938
607,5788.7342254618
608,4969.48088780936
609,2335.87111650852
610,5346.19690579903
611,6079.33240759297
612,6271.70978690747
613,3300.30146472397
614,3358.80411399287
615,5676.91274770411
616,3000.04692044589
617,7216.91895264966
618,3849.86728920926
619,3205.94955823523
620,4848.30179368836
621,4165.10314625509
622,3865.67412668025
